w,c,r_ind,R_ind,sigma_hat_risky,sigma_hat_ind,kappa,e,kappa_lev,MA_long,MA_short
[0.71218822],[0.28781178],[0.00255003],[0.97114978],[0.01298494],[0.00943932],[-0.02154358],[-0.00103701],0.0,[0.97114978],[0.97114978]
[0.79892441],[0.20107559],[-0.00515989],[0.96613876],[0.01294689],[0.00941093],[0.09044576],[-0.0040487],0.0,[0.96613876],[0.96613876]
[0.90323133],[0.09676867],[0.00597621],[0.97191261],[0.01290982],[0.00938693],[0.21029127],[-0.00660274],0.0,[0.97191261],[0.97191261]
[0.9284577],[0.0715423],[0.01074716],[0.98235791],[0.01290143],[0.00939934],[0.23718657],[-0.00528164],0.0,[0.98235791],[0.98235791]
[1.0322242],[-0.0322242],[0.00384159],[0.98613172],[0.01285219],[0.00936606],[0.33930912],[-0.00882863],0.0,[0.98613172],[0.98613172]
[1.1995949],[-0.1995949],[0.00301316],[0.98910309],[0.01280053],[0.00933047],[0.48554936],[-0.01263579],0.0,[0.98910309],[0.98910309]
[0.56249178],[0.43750822],[-0.03263806],[0.95682069],[0.01298863],[0.00976266],[-0.25722532],[0.03264438],0.0,[0.95682069],[0.95682069]
[0.37180012],[0.62819988],[-0.02479704],[0.93309437],[0.01355434],[0.00998398],[-0.62861266],[0.05506124],0.0,[0.93309437],[0.93309437]
[0.3081749],[0.6918251],[0.00622009],[0.9388983],[0.01358141],[0.00995833],[-0.81430633],[0.05248889],0.0,[0.9388983],[0.9388983]
[0.27842293],[0.72157707],[-0.00725671],[0.93208499],[0.0136998],[0.00993879],[-0.90715317],[0.05052411],0.0,[0.93208499],[0.93208499]
[0.26678057],[0.73321943],[0.00139723],[0.93338732],[0.01364909],[0.00989808],[-0.95357658],[0.04642051],0.0,[0.93338732],[0.93338732]
[0.25977854],[0.74022146],[-0.00479842],[0.92890854],[0.01369538],[0.00986656],[-0.97678829],[0.04323003],0.0,[0.92890854],[0.92890854]
[0.25600017],[0.74399983],[0.00479943],[0.93336677],[0.01373715],[0.00983528],[-0.98839415],[0.04005528],0.0,[0.93336677],[0.93336677]
[0.25226466],[0.74773534],[-0.00615634],[0.92762064],[0.01385991],[0.00981052],[-0.99419707],[0.03753465],0.0,[0.92762064],[0.92762064]
[0.25098939],[0.74901061],[-0.0042152],[0.92371053],[0.01388997],[0.00977749],[-0.99709854],[0.0341618],0.0,[0.92371053],[0.92371053]
[0.25140273],[0.74859727],[-0.0016355],[0.9221998],[0.01384703],[0.00973834],[-0.99854927],[0.03014956],0.0,[0.9221998],[0.9221998]
[0.24907002],[0.75092998],[0.00624669],[0.9279605],[0.01396658],[0.00971481],[-0.99927463],[0.02773071],0.0,[0.9279605],[0.9279605]
[0.24927204],[0.75072796],[0.003043],[0.93078428],[0.0139502],[0.00967892],[-0.99963732],[0.02402932],0.0,[0.93078428],[0.93078428]
[0.24783974],[0.75216026],[0.00546559],[0.93587156],[0.01402828],[0.009652],[-0.99981866],[0.021244],0.0,[0.93587156],[0.93587156]
[0.25316719],[0.74683281],[-0.00609687],[0.93016568],[0.01415225],[0.00962838],[-0.96975244],[0.01879372],0.0,[0.93016568],[0.93016568]
[0.28570272],[0.71429728],[0.00015166],[0.93030674],[0.01409473],[0.00958925],[-0.85292298],[0.01472187],0.0,[0.93030674],[0.93030674]
[0.33105846],[0.66894154],[0.00352322],[0.93358442],[0.01407879],[0.00955563],[-0.70671164],[0.01121001],0.0,[0.93358442],[0.93358442]
[0.37189384],[0.62810616],[-0.00690719],[0.92713597],[0.01415015],[0.0095372],[-0.58534262],[0.00927947],0.0,[0.92713597],[0.92713597]
[0.35898296],[0.64101704],[-0.01267109],[0.91538815],[0.01442537],[0.00956653],[-0.60141276],[0.01234966],0.0,[0.91538815],[0.91538815]
[0.39496853],[0.60503147],[0.0010005],[0.916304],[0.01436914],[0.00952847],[-0.50978698],[0.00836322],0.0,[0.916304],[0.916304]
[0.33952317],[0.66047683],[0.01572455],[0.93071247],[0.01474368],[0.009594],[-0.63531951],[0.01521704],0.0,[0.93071247],[0.93071247]
[0.34423468],[0.65576532],[-0.00469245],[0.92634515],[0.01473855],[0.0095648],[-0.62188573],[0.01216904],0.0,[0.92634515],[0.92634515]
[0.38406658],[0.61593342],[0.00100161],[0.92727299],[0.01468161],[0.00952704],[-0.51626424],[0.00821285],0.0,[0.92727299],[0.92727299]
[0.3899665],[0.6100335],[0.01076181],[0.93725213],[0.0148317],[0.00953748],[-0.49084817],[0.00930864],0.0,[0.93725213],[0.93725213]
[0.43796678],[0.56203322],[0.00031744],[0.93754964],[0.01477288],[0.00949964],[-0.37873988],[0.00533263],0.0,[0.93754964],[0.93754964]
[0.48954499],[0.51045501],[0.00633514],[0.94348915],[0.01476909],[0.00947875],[-0.26766306],[0.00313172],0.0,[0.94348915],[0.94348915]
[0.56794869],[0.43205131],[-0.00289949],[0.94075351],[0.01472059],[0.00944479],[-0.12239756],[-0.00045736],0.0,[0.94075351],[0.94075351]
[0.6473466],[0.3526534],[0.00618061],[0.94656794],[0.01469368],[0.00942351],[0.00662346],[-0.00271289],0.0,[0.94656794],[0.94656794]
[0.38021837],[0.61978163],[0.0278696],[0.97294841],[0.01512338],[0.00970592],[-0.49668827],[0.02681513],0.0,[0.97294841],[0.97294841]
[0.29625542],[0.70374458],[0.00396367],[0.97680486],[0.01509117],[0.00967419],[-0.74834413],[0.02354042],0.0,[0.97680486],[0.97680486]
[0.26404909],[0.73595091],[-0.00147238],[0.97536663],[0.01503927],[0.00963718],[-0.86687644],[0.01970817],0.0,[0.97536663],[0.97536663]
[0.26614485],[0.73385515],[-0.0051337],[0.97035939],[0.01508203],[0.00961023],[-0.8561313],[0.01690772],0.0,[0.97035939],[0.97035939]
[0.2948991],[0.7051009],[-0.00180219],[0.96861062],[0.01503633],[0.0095741],[-0.75657366],[0.01314032],0.0,[0.96861062],[0.96861062]
[0.33568424],[0.66431576],[0.00414182],[0.97262243],[0.01502672],[0.00954384],[-0.62767518],[0.00997553],0.0,[0.97262243],[0.97262243]
[0.39491228],[0.60508772],[0.00158319],[0.97416227],[0.01497357],[0.00950784],[-0.4687254],[0.00619551],0.0,[0.97416227],[0.97416227]
[0.45016625],[0.54983375],[0.00645941],[0.98045479],[0.01498314],[0.00948804],[-0.33713344],[0.00411083],0.0,[0.98045479],[0.98045479]
[0.52960145],[0.47039855],[-0.00182636],[0.97866412],[0.01492986],[0.00945275],[-0.17818812],[0.00038486],0.0,[0.97866412],[0.97866412]
[0.58448112],[0.41551888],[0.00843561],[0.98691975],[0.01493686],[0.00944534],[-0.0791193],[-0.00039899],0.0,[0.98691975],[0.98691975]
[0.67808677],[0.32191323],[-0.00100669],[0.98592623],[0.01488027],[0.00940944],[0.06563543],[-0.0042078],0.0,[0.98592623],[0.98592623]
[0.74786369],[0.25213631],[-0.00813229],[0.97790839],[0.01486065],[0.00940031],[0.16226177],[-0.00517776],0.0,[0.97790839],[0.97790839]
[0.75883896],[0.24116104],[0.01094298],[0.98860962],[0.01485861],[0.00941306],[0.17669321],[-0.00382249],0.0,[0.98860962],[0.98860962]
[0.80860963],[0.19139037],[-0.0062313],[0.98244929],[0.01481938],[0.00939288],[0.23757568],[-0.00596916],0.0,[0.98244929],[0.98244929]
[0.91964361],[0.08035639],[0.00098403],[0.98341606],[0.01476325],[0.00935746],[0.36245084],[-0.00974652],0.0,[0.98341606],[0.98341606]
[1.0651403],[-0.0651403],[-0.00362949],[0.97984676],[0.01471113],[0.00932723],[0.50578994],[-0.01298258],0.0,[0.97984676],[0.97984676]
[1.24728887],[-0.24728887],[0.00337771],[0.9831564],[0.0146579],[0.00929648],[0.66003067],[-0.01628543],0.0,[0.9831564],[0.9831564]
[1.30680007],[-0.30680007],[-0.01079928],[0.97253901],[0.01462166],[0.00930875],[0.7041645],[-0.01496597],0.0,[0.97253901],[0.97253901]
[1.46803899],[-0.46803899],[0.00194587],[0.97443145],[0.01456698],[0.0092751],[0.8167641],[-0.01858727],0.0,[0.97443145],[0.97443145]
1.5,-0.5,[-0.00040667],[0.97403518],[0.01451204],[0.00924018],[0.90838205],[-0.02235957],0.0,[0.97403518],[0.97403518]
[0.61510891],[0.38489109],[0.04339277],[1.01630127],[0.01467386],[0.00994435],[-0.04580898],[0.05108359],0.0,[1.01630127],[1.01630127]
[0.38309793],[0.61690207],[0.00199898],[1.01833283],[0.01462132],[0.0099085],[-0.52290449],[0.04747206],0.0,[1.01833283],[1.01833283]
[0.302873],[0.697127],[0.00131146],[1.01966833],[0.01456921],[0.009872],[-0.76145224],[0.04378153],0.0,[1.01966833],[1.01966833]
[0.2688202],[0.7311798],[0.00448867],[1.02424529],[0.01456916],[0.00984271],[-0.88072612],[0.04080986],0.0,[1.02424529],[1.02424529]
[0.25417112],[0.74582888],[-0.00067431],[1.02355463],[0.01451678],[0.00980612],[-0.94036306],[0.03708588],0.0,[1.02355463],[1.02355463]
[0.24669052],[0.75330948],[-0.0036345],[1.01983452],[0.01451757],[0.0097746],[-0.97018153],[0.03386628],0.0,[1.01983452],[1.01983452]
[0.24390799],[0.75609201],[0.00082682],[1.02067773],[0.0144659],[0.0097385],[-0.98509077],[0.03016613],0.0,[1.02067773],[1.02067773]
[0.24234238],[0.75765762],[-0.00292437],[1.01769289],[0.01445122],[0.00970561],[-0.99254538],[0.02678301],0.0,[1.01769289],[1.01769289]
[0.24208119],[0.75791881],[-0.0017859],[1.01587539],[0.01441299],[0.00967086],[-0.99627269],[0.02319666],0.0,[1.01587539],[1.01587539]
[0.2417692],[0.7582308],[-0.00347421],[1.01234603],[0.01441516],[0.00963972],[-0.99741196],[0.01997102],0.0,[1.01234603],[1.01234603]
[0.26575154],[0.73424846],[0.00089974],[1.01325688],[0.01436483],[0.00960444],[-0.90633136],[0.01630502],0.0,[1.01325688],[1.01325688]
[0.3037162],[0.6962838],[0.00253634],[1.01582684],[0.01433376],[0.00957153],[-0.77496472],[0.01287196],0.0,[1.01582684],[1.01582684]
[0.35682532],[0.64317468],[0.00053253],[1.01636781],[0.01428162],[0.00953643],[-0.61745619],[0.00919895],0.0,[1.01636781],[1.01636781]
[0.41255462],[0.58744538],[0.00504029],[1.0214906],[0.01427907],[0.00951122],[-0.47251288],[0.00655139],0.0,[1.0214906],[1.0214906]
[0.47897372],[0.52102628],[-0.00406673],[1.01733647],[0.01425249],[0.00948275],[-0.32509847],[0.00355368],0.0,[1.01733647],[1.01733647]
[0.5641516],[0.4358484],[0.00219719],[1.01957175],[0.0142055],[0.00944993],[-0.16472387],[8.69853604e-05],0.0,[1.01957175],[1.01957175]
[0.65908347],[0.34091653],[-0.00426625],[1.01522201],[0.01416869],[0.00942248],[-0.0117911],[-0.00282283],0.0,[1.01522201],[1.01522201]
[0.75902393],[0.24097607],[-0.00530525],[1.009836],[0.01413399],[0.00939904],[0.12693946],[-0.0053134],0.0,[1.009836],[1.009836]
[0.89332438],[0.10667562],[-0.00105987],[1.00876571],[0.0140831],[0.00936528],[0.28624915],[-0.00891118],0.0,[1.00876571],[1.00876571]
[1.00465327],[-0.00465327],[-0.00731438],[1.00138721],[0.01404932],[0.00935203],[0.40129598],[-0.01032686],0.0,[1.00138721],[1.00138721]
[0.65051497],[0.34948503],[-0.0237941],[0.97756011],[0.01414263],[0.00953544],[-0.02671786],[0.00909463],0.0,[0.97756011],[0.97756011]
[0.57612989],[0.42387011],[0.00126842],[0.97880006],[0.01409238],[0.00950155],[-0.15170898],[0.005534],0.0,[0.97880006],[0.97880006]
[0.58378691],[0.41621309],[-0.00416243],[0.97472588],[0.01405517],[0.00947382],[-0.14114992],[0.00261182],0.0,[0.97472588],[0.97472588]
[0.64200425],[0.35799575],[0.00197621],[0.97665215],[0.0140073],[0.00944115],[-0.04950272],[-0.00084289],0.0,[0.97665215],[0.97665215]
[0.7192101],[0.2807899],[0.00495967],[0.98149602],[0.01397199],[0.00941656],[0.06153185],[-0.00345133],0.0,[0.98149602],[0.98149602]
[0.77700779],[0.22299221],[0.0082656],[0.98960867],[0.01395551],[0.0094088],[0.13764878],[-0.00427531],0.0,[0.98960867],[0.98960867]
[0.86327053],[0.13672947],[-0.00500109],[0.98465955],[0.01391621],[0.00938459],[0.24010673],[-0.00685129],0.0,[0.98465955],[0.98465955]
[0.97130162],[0.02869838],[-0.0050431],[0.97969381],[0.01387522],[0.0093607],[0.35506564],[-0.00940049],0.0,[0.97969381],[0.97969381]
[1.09908338],[-0.09908338],[-0.00508609],[0.974711],[0.01383269],[0.00933713],[0.47559076],[-0.01192232],0.0,[0.974711],[0.974711]
[1.27622956],[-0.27622956],[-0.00190916],[0.97285012],[0.01378409],[0.00930519],[0.62150422],[-0.01534835],0.0,[0.97285012],[0.97285012]
[1.16506104],[-0.16506104],[0.01575066],[0.98817315],[0.01377451],[0.00936673],[0.52967225],[-0.00875681],0.0,[0.98817315],[0.98817315]
[1.21914546],[-0.21914546],[-0.0011562],[0.98703062],[0.01372574],[0.00933391],[0.57150258],[-0.01226666],0.0,[0.98703062],[0.98703062]
[1.17425332],[-0.17425332],[0.0120975],[0.99897123],[0.0137026],[0.00935638],[0.53229704],[-0.00986183],0.0,[0.99897123],[0.99897123]
[1.26198269],[-0.26198269],[0.00083492],[0.99980528],[0.01365414],[0.00932347],[0.60080578],[-0.01338629],0.0,[0.99980528],[0.99980528]
[0.93801471],[0.06198529],[-0.02038151],[0.97942775],[0.0136732],[0.00944718],[0.30552754],[-0.00020499],0.0,[0.97942775],[0.97942775]
[0.49712963],[0.50287037],[-0.02413621],[0.95578807],[0.01379538],[0.00962969],[-0.32049167],[0.01893022],0.0,[0.95578807],[0.95578807]
[0.39358669],[0.60641331],[0.00348121],[0.95911537],[0.01375888],[0.00960015],[-0.55669029],[0.01585778],0.0,[0.95911537],[0.95911537]
[0.37536685],[0.62463315],[-0.00441022],[0.95488545],[0.01374349],[0.00957347],[-0.60520719],[0.01307448],0.0,[0.95488545],[0.95488545]
[0.40153251],[0.59846749],[-6.12394882e-05],[0.95482698],[0.01369516],[0.00953978],[-0.54134533],[0.00954967],0.0,[0.95482698],[0.95482698]
[0.40856635],[0.59143365],[0.00990766],[0.96428707],[0.01380066],[0.00954241],[-0.5163051],[0.0098253],0.0,[0.96428707],[0.96428707]
[0.44942281],[0.55057719],[0.00282613],[0.96701228],[0.0137639],[0.00951188],[-0.42366242],[0.00662039],0.0,[0.96701228],[0.96701228]
[0.50408994],[0.49591006],[-0.00461994],[0.96254474],[0.01374329],[0.00948643],[-0.31037059],[0.00394158],0.0,[0.96254474],[0.96254474]
[0.57414039],[0.42585961],[0.00410123],[0.96649235],[0.01371167],[0.00945946],[-0.18255468],[0.00109478],0.0,[0.96649235],[0.96649235]
[0.66045182],[0.33954818],[-0.00377721],[0.96284171],[0.01367509],[0.0094317],[-0.04517621],[-0.00184405],0.0,[0.96284171],[0.96284171]
[0.76859959],[0.23140041],[0.00276728],[0.96550616],[0.01363177],[0.00940165],[0.10329728],[-0.00503542],0.0,[0.96550616],[0.96550616]
[0.90572062],[0.09427938],[-0.00086191],[0.96467398],[0.01358465],[0.00936919],[0.26399521],[-0.00849386],0.0,[0.96467398],[0.96467398]
[0.8087015],[0.1912985],[-0.01679719],[0.94847016],[0.01362542],[0.00944092],[0.15369068],[-0.00086772],0.0,[0.94847016],[0.94847016]
[0.77200337],[0.22799663],[-0.00901881],[0.9399161],[0.01360996],[0.00943806],[0.10611496],[-0.00117078],0.0,[0.9399161],[0.9399161]
[0.74022504],[0.25977496],[0.01039099],[0.94968275],[0.01360871],[0.00944498],[0.06398831],[-0.00043723],0.0,[0.94968275],[0.94968275]
[0.72486076],[0.27513924],[0.0094633],[0.95866989],[0.01360294],[0.00944511],[0.04258951],[-0.00042381],0.0,[0.95866989],[0.95866989]
[0.78450262],[0.21549738],[0.00050847],[0.95915734],[0.01355603],[0.00941255],[0.11820539],[-0.00387643],0.0,[0.95915734],[0.95915734]
[0.89114799],[0.10885201],[-0.00049626],[0.95868135],[0.01350935],[0.00938015],[0.24221647],[-0.00732455],0.0,[0.95868135],[0.95868135]
[1.021256],[-0.021256],[0.00392243],[0.96244171],[0.01346771],[0.00935348],[0.3754071],[-0.01017195],0.0,[0.96244171],[0.96244171]
[1.14206666],[-0.14206666],[0.00664875],[0.96884075],[0.0134322],[0.00933757],[0.4845737],[-0.01187481],0.0,[0.96884075],[0.96884075]
[1.30170589],[-0.30170589],[0.0036341],[0.97236162],[0.01338865],[0.00931034],[0.61216198],[-0.01479501],0.0,[0.97236162],[0.97236162]
[1.46544526],[-0.46544526],[-0.00587707],[0.96664697],[0.01334787],[0.00929113],[0.72759505],[-0.01686056],0.0,[0.96664697],[0.96664697]
[1.17929638],[-0.17929638],[-0.01915736],[0.94812857],[0.01334578],[0.00939394],[0.51019774],[-0.00585601],0.0,[0.94812857],[0.94812857]
[1.13063014],[-0.13063014],[0.00478309],[0.95266355],[0.01330436],[0.00937013],[0.46494589],[-0.00839388],0.0,[0.95266355],[0.95266355]
[0.77131296],[0.22868704],[-0.02144151],[0.93223701],[0.01335101],[0.00950463],[0.08600997],[0.00585852],0.0,[0.93223701],[0.93223701]
[0.69581107],[0.30418893],[0.00158546],[0.93371503],[0.01330648],[0.00947309],[-0.02034708],[0.00253408],0.0,[0.93371503],[0.93371503]
[0.70751966],[0.29248034],[0.00436568],[0.93779133],[0.01327106],[0.00944766],[-0.0063247],[-0.00015395],0.0,[0.93779133],[0.93779133]
[0.7785688],[0.2214312],[-2.74685485e-05],[0.93776557],[0.01322588],[0.00941549],[0.08595655],[-0.00356476],0.0,[0.93776557],[0.93776557]
[0.88923252],[0.11076748],[-0.00134512],[0.93650416],[0.0131817],[0.00938412],[0.21551194],[-0.00690135],0.0,[0.93650416],[0.93650416]
[0.96508107],[0.03491893],[-0.00848556],[0.9285574],[0.01316047],[0.00937832],[0.29575406],[-0.00751992],0.0,[0.9285574],[0.9285574]
[1.08522657],[-0.08522657],[0.00335259],[0.93167048],[0.01311895],[0.00935058],[0.4099255],[-0.01048194],0.0,[0.93167048],[0.93167048]
[0.96716828],[0.03283172],[-0.01630098],[0.91648333],[0.01313267],[0.00941484],[0.29579967],[-0.00363348],0.0,[0.91648333],[0.91648333]
[0.96972566],[0.03027434],[0.00538644],[0.92141991],[0.01309624],[0.00939343],[0.295662],[-0.00591049],0.0,[0.92141991],[0.92141991]
[0.9221776],[0.0778224],[-0.01188758],[0.91046646],[0.01309078],[0.00941247],[0.2449703],[-0.00388557],0.0,[0.91046646],[0.91046646]
[0.91811188],[0.08188812],[0.0082753],[0.91800084],[0.01306735],[0.00940527],[0.23875983],[-0.00465099],0.0,[0.91800084],[0.91800084]
[0.99061349],[0.00938651],[-0.00297236],[0.91527221],[0.01302603],[0.00937674],[0.31159808],[-0.00768873],0.0,[0.91527221],[0.91527221]
[0.84030687],[0.15969313],[0.01723849],[0.93105012],[0.01306033],[0.00945143],[0.14967013],[0.00024516],0.0,[0.93105012],[0.93105012]
[0.84143958],[0.15856042],[-0.00232085],[0.9288893],[0.01301841],[0.00942157],[0.14780277],[-0.00291871],0.0,[0.9288893],[0.9288893]
[0.79485425],[0.20514575],[-0.01214138],[0.9176113],[0.01302851],[0.00944242],[0.09162313],[-0.00070887],0.0,[0.9176113],[0.9176113]
[0.79380625],[0.20619375],[-0.00788425],[0.91037663],[0.01301029],[0.00943284],[0.08890425],[-0.00172371],0.0,[0.91037663],[0.91037663]
[0.67805275],[0.32194725],[-0.01585681],[0.89594095],[0.01306948],[0.00949026],[-0.06417126],[0.00434494],0.0,[0.89594095],[0.89594095]
[0.659094],[0.340906],[0.00632311],[0.90160609],[0.0130478],[0.00947261],[-0.09419004],[0.00248418],0.0,[0.90160609],[0.90160609]
[0.69562042],[0.30437958],[-0.00429264],[0.89773582],[0.01301526],[0.00944747],[-0.04274959],[-0.00017382],0.0,[0.89773582],[0.89773582]
[0.77840182],[0.22159818],[0.00045856],[0.89814748],[0.01297191],[0.00941601],[0.06635346],[-0.00350913],0.0,[0.89814748],[0.89814748]
[0.6934149],[0.3065851],[-0.01629327],[0.88351373],[0.01304127],[0.0094783],[-0.04392882],[0.00308422],0.0,[0.88351373],[0.88351373]
[0.57910915],[0.42089085],[-0.01481624],[0.87042338],[0.01311455],[0.00952367],[-0.21846313],[0.00785995],0.0,[0.87042338],[0.87042338]
[0.55355053],[0.44644947],[0.00674845],[0.87629738],[0.01310496],[0.00950792],[-0.26433206],[0.00620402],0.0,[0.87629738],[0.87629738]
[0.36615761],[0.63384239],[-0.02839308],[0.85141661],[0.0137144],[0.0097544],[-0.63216603],[0.03179733],0.0,[0.85141661],[0.85141661]
[0.30534143],[0.69465857],[-0.00278386],[0.84904638],[0.01368311],[0.00972467],[-0.81608302],[0.02874509],0.0,[0.84904638],[0.84904638]
[0.278335],[0.721665],[-0.00454534],[0.84518717],[0.01369196],[0.00969949],[-0.90804151],[0.02615229],0.0,[0.84518717],[0.84518717]
[0.26271113],[0.73728887],[-0.00813777],[0.83830923],[0.01385436],[0.00968999],[-0.95402075],[0.02517266],0.0,[0.83830923],[0.83830923]
[0.25613172],[0.74386828],[-0.00471062],[0.83436027],[0.01388729],[0.00966553],[-0.97701038],[0.02264498],0.0,[0.83436027],[0.83436027]
[0.24883181],[0.75116819],[0.0090495],[0.84191082],[0.01413132],[0.00966159],[-0.98850519],[0.02223783],0.0,[0.84191082],[0.84191082]
[0.25272762],[0.74727238],[0.00275946],[0.84423404],[0.01411209],[0.00963232],[-0.97433169],[0.01920316],0.0,[0.84423404],[0.84423404]
[0.27688213],[0.72311787],[-0.00118036],[0.84323754],[0.01407123],[0.00960105],[-0.88595218],[0.01595145],0.0,[0.84323754],[0.84323754]
[0.31258691],[0.68741309],[0.0027964],[0.84559557],[0.01404774],[0.00957212],[-0.76633203],[0.01293424],0.0,[0.84559557],[0.84559557]
[0.34497464],[0.65502536],[0.00662526],[0.85119786],[0.01410484],[0.00955574],[-0.6636872],[0.01122085],0.0,[0.85119786],[0.85119786]
[0.39528737],[0.60471263],[0.00084789],[0.85191959],[0.01405973],[0.00952459],[-0.53074809],[0.00795618],0.0,[0.85191959],[0.85191959]
[0.4494088],[0.5505912],[0.00482856],[0.85603313],[0.01404787],[0.00950138],[-0.40327237],[0.00551593],0.0,[0.85603313],[0.85603313]
[0.49025042],[0.50974958],[0.00791486],[0.86280851],[0.0140735],[0.00949185],[-0.31446611],[0.0045132],0.0,[0.86280851],[0.86280851]
[0.55795158],[0.44204842],[0.0005823],[0.86331093],[0.0140277],[0.00946089],[-0.18836963],[0.00124546],0.0,[0.86331093],[0.86331093]
[0.64592322],[0.35407678],[-0.00137171],[0.86212672],[0.01398329],[0.00943059],[-0.04513245],[-0.00196209],0.0,[0.86212672],[0.86212672]
[0.7424617],[0.2575383],[-0.00425418],[0.85845908],[0.01394786],[0.00940605],[0.09162114],[-0.00456749],0.0,[0.85845908],[0.85845908]
[0.85356472],[0.14643528],[-0.00381617],[0.85518305],[0.01390857],[0.00938041],[0.22825088],[-0.00729761],0.0,[0.85518305],[0.85518305]
[0.72163358],[0.27836642],[0.01845899],[0.87096887],[0.0139725],[0.00946772],[0.06493281],[0.00196771],0.0,[0.87096887],[0.87096887]
[0.63852842],[0.36147158],[0.01155256],[0.88103079],[0.01398651],[0.00948277],[-0.05641621],[0.0035553],0.0,[0.88103079],[0.88103079]
[0.64895556],[0.35104444],[-0.00287925],[0.87849407],[0.01394581],[0.00945475],[-0.04313241],[0.00059697],0.0,[0.87849407],[0.87849407]
[0.70891606],[0.29108394],[-0.00175387],[0.87695331],[0.01390223],[0.00942508],[0.04211018],[-0.00254706],0.0,[0.87695331],[0.87695331]
[0.78697504],[0.21302496],[0.00489034],[0.88124191],[0.01386812],[0.00940271],[0.14411284],[-0.00492231],0.0,[0.88124191],[0.88124191]
